Matrix size,Eigenvalue 1,Adjusted Eigenvalue 1,Log(Adjusted Eigenvalue 1),Eigenvalue 2,Adjusted Eigenvalue 2,Log(Adjusted Eigenvalue 2)
110,0.500000022926774744267066519094230662,2.2926774744267066519094230662E-8,-7.63965703594979839152756539988331496715545654296875,1.84623108734577323178113526777041223,1.49694488711933622392271343570E-7,-6.82479418874215770784985579666681587696075439453125
111,0.500000022314042623442127336979862283,2.2314042623442127336979862283E-8,-7.65142174168366206998825873597525060176849365234375,1.84623108334437138419014930090997613,1.45693086864342636425410907470E-7,-6.83656105501036659433111708494834601879119873046875
112,0.500000021722951747278419063445482226,2.1722951747278419063445482226E-8,-7.66308116248761361788410795270465314388275146484375,1.84623107948432745290644229548543366,1.41833042933058929419986365000E-7,-6.848222579507275753485373570583760738372802734375
113,0.500000021152555043706987922733865579,2.1152555043706987922733865579E-8,-7.674637166144126609879094758071005344390869140625,1.84623107575945365599274058595945969,1.38108169136145227710460391030E-7,-6.8597806320236802690715194330550730228424072265625
114,0.500000020601954744151549632949521060,2.0601954744151549632949521060E-8,-7.68609157116855623570472744177095592021942138671875,1.84623107216388443777337491393043314,1.34512599917925862038431364480E-7,-6.871237032995903604160048416815698146820068359375
115,0.500000020070299414840266383001895029,2.0070299414840266383001895029E-8,-7.69744614852681596772754346602596342563629150390625,1.84623106869205706016140995539083209,1.31040772540313897079891763430E-7,-6.88259355522799154414315125904977321624755859375
116,0.500000019556781190662358061202672314,1.9556781190662358061202672314E-8,-7.7087026232788335988743710913695394992828369140625,1.84623106533869351868318803206660796,1.27687408998835675156567539300E-7,-6.89385192553942527382560001569800078868865966796875
117,0.500000019060633196154680270402103844,1.9060633196154680270402103844E-8,-7.7198626761516155880826772772707045078277587890625,1.84623106209878368234113864742362011,1.24447499162493625771924551450E-7,-6.90501382634218519029900562600232660770416259765625
118,0.500000018581127139495981900873057159,1.8581127139495981900873057159E-8,-7.73092794504548930234477666090242564678192138671875,1.84623105896756956491680843889574930,1.21316285045069295563396680640E-7,-6.91608089715076790326975242351181805133819580078125
119,0.500000018117571066560900160787522947,1.8117571066560900160787522947E-8,-7.74190002647692754322861219407059252262115478515625,1.84623105594053064300286535350511242,1.18289246123155352478006043760E-7,-6.92705473602854482351176557131111621856689453125
120,0.500000017669307263153560565670806116,1.7669307263153560565670806116E-8,-7.75278047696110750308662318275310099124908447265625,1.84623105301337014304196908698703271,1.15362085623194456211487964050E-7,-6.9379369009736677753608091734349727630615234375
121,0.500000017235710294512388687528754196,1.7235710294512388687528754196E-8,-7.76357081433721152308180535328574478626251220703125,1.84623105018200222601043784831018951,1.12530717706162924972811120850E-7,-6.9487289112475192354168029851280152797698974609375
122,0.500000016816185172062756232538976436,1.6816185172062756232538976436E-8,-7.77427251903929406040560934343375265598297119140625,1.84623104744254000417674185623344047,1.09791255484329228980734371810E-7,-6.95943224864854759204035872244276106357574462890625
123,0.500000016410165638200745046250051234,1.6410165638200745046250051234E-8,-7.7848870353153696299841612926684319972991943359375,1.84623104479128432964410111432303999,1.07139999809796588238823971330E-7,-6.97004835873415373725947574712336063385009765625
124,0.500000016017112560627151361713025062,1.6017112560627151361713025062E-8,-7.795415772397237930135815986432135105133056640625,1.84623104222471329920171046269845545,1.04573428779354197587199386790E-7,-6.98057865199316207593938088393770158290863037109375
125,0.500000015636512428422560396510671693,1.5636512428422560396510671693E-8,-7.8058601056234113713117039878852665424346923828125,1.84623103973947242440484138353710959,1.02088187904557328508038040930E-7,-6.99102450497124561223927230457775294780731201171875
126,0.500000015267875942667985513887364329,1.5267875942667985513887364329E-8,-7.81622137751738588207217617309652268886566162109375,1.84623103733236541981950740560684729,9.9681080899971994530107778630E-8,-7.00138726135155753382832699571736156940460205078125
127,0.500000014910736694976586154239881835,1.4910736694976586154239881835E-8,-7.8265008988233741860085501684807240962982177734375,1.84623103500034556603840357767949125,9.7349061046190890702180422590E-8,-7.01166823299268759939195660990662872791290283203125
128,0.500000014564649927815263489300890543,1.4564649927815263489300890543E-8,-7.8366999495014848520213490701280534267425537109375,1.84623103274050760743323891528475691,9.5089223087585726039785688250E-8,-7.02186870092595949444103098358027637004852294921875
129,0.500000014229191370964867848369178773,1.4229191370964867848369178773E-8,-7.84681977968425758973580741439945995807647705078125,1.84623103055008014768328580713149975,9.2898795627835772931632431090E-8,-7.03198991631395298185225328779779374599456787109375
130,0.500000013903956148898302975413840660,1.3903956148898302975413840660E-8,-7.8568616105963240414666870492510497570037841796875,1.84623102842641850893690985273451558,9.0775133989089396977235446920E-8,-7.04203310137206006658061596681363880634307861328125
