Matrix size,Eigenvalue 1,Eigenvalue 2,Difference,Log(Adjusted Eigenvalue)
80,0.500000059451716442508056121926007304,1.84623132592140003256611104059856619,1.346231266469683590058054918672558886,0.1291196729073748883376282492463360540568828582763671875
81,0.500000057283344863411122293332301283,1.84623131175532079144578333997784775,1.346231254471975928034661046645546467,0.129119669036911910442455564407282508909702301025390625
82,0.500000055219154225400969560975224191,1.84623129827014190678214523415962780,1.346231243050987681381175673184403609,0.12911966535249874699076144679565913975238800048828125
83,0.500000053252962052682312805239658201,1.84623128542543662185007030329588225,1.346231232172474569167757498056224049,0.129119661843088096020437660627067089080810546875
84,0.500000051379020969290991539257838141,1.84623127318362485071843456936590495,1.346231221804603881427443030108066809,0.129119658498410838642911357965203933417797088623046875
85,0.500000049591983389447939229570412841,1.84623126150974201805031992492832908,1.346231211917758628602380695357916239,0.129119655308912395508258441623183898627758026123046875
86,0.500000047886869445188194459699170764,1.84623125037122910687190140369763724,1.346231202484359661683706943998466476,0.129119652265695827875191525890841148793697357177734375
87,0.500000046259037821149794201421570488,1.84623123973774175003651467902196722,1.346231193478703928886720477600396732,0.12911964936046926855084393537254072725772857666015625
88,0.500000044704159203391159510692290187,1.84623122958097644377847909494542605,1.346231184876817240387319584253135863,0.129119646585498681901071904576383531093597412109375
89,0.500000043218192081582268418134453213,1.84623121987451217481906457249226556,1.346231176656320093236796154357812347,0.129119643933564509641342965551302768290042877197265625
90,0.500000041797360672476946253986043577,1.84623121059366593985113207040041653,1.346231168796305267374185816414372953,0.1291196413979219526080299829118303023278713226318359375
91,0.500000040438134757730238785832090742,1.84623120171536080123518561334319701,1.346231161277226043504946827511106268,0.1291196389722652215770182237974950112402439117431640625
92,0.500000039137211251314272593306457056,1.84623119321800526826742636470299886,1.346231154080794016953153771396541804,0.129119636650694646906600837610312737524509429931640625
93,0.500000037891497331385933784674075802,1.84623118508138292191172355052676889,1.346231147189885590525789765852693088,0.1291196344276859531152723548075300641357898712158203125
94,0.500000036698094988796337570020892866,1.84623117728655131456517758745538822,1.346231140588456325768840017434495354,0.12911963229806333597338152685551904141902923583984375
95,0.500000035554286859787580402780469476,1.84623116981574927710422005547859694,1.346231134261462417316639652698127464,0.12911963025697359430665756008238531649112701416015625
96,0.500000034457523224041081964372897085,1.84623116265231185474045614205615184,1.346231128194788630699374177683254755,0.1291196282998632316463272218243218958377838134765625
97,0.500000033405410061336013719708200640,1.84623115578059217249527278006457235,1.346231122375182111159259060356371710,0.129119626422456779124559034244157373905181884765625
98,0.500000032395698070830224157338112912,1.84623114918588960158996516436006076,1.346231116790191530759741007021947848,0.1291196246207374220826835653497255407273769378662109375
99,0.500000031426272566550104470526651511,1.84623114285438366079667830257766933,1.346231111428111094246573832051017819,0.1291196228909290144581945014579105190932750701904296875
100,0.500000030495144171209816816711405128,1.84623113677307314272296123523370144,1.346231106277928971513144418522296312,0.1291196212294790368613206510417512618005275726318359375
101,0.500000029600440238096307439422043493,1.84623113092972000490979825978804029,1.346231101329279766813490820365996797,0.129119619633043580808617889488232322037220001220703125
102,0.500000028740396937561162767644263539,1.84623112531279761021033777542405632,1.346231096572400672649175007779792781,0.129119618098473221134980803981306962668895721435546875
103,0.500000027913351950747118220624031718,1.84623111991144294079616375538741181,1.346231091998090990049045534763380092,0.1291196166227998320952252697679796256124973297119140625
104,0.500000027117737718627644540963201923,1.84623111471541244584771060327419077,1.346231087597674727220066062310988847,0.1291196152032243749108175734363612718880176544189453125
105,0.500000026352075199324427580080301821,1.84623110971504121499590105652116598,1.346231083362966015671473476440864159,0.12911961383710635065114047392853535711765289306640625
106,0.500000025614968091052804689600350832,1.84623110490120519830779981763292211,1.346231079286237107254995128032571278,0.1291196125219525592253688728305860422551631927490234375
107,0.500000024905097481984885779851172661,1.84623110026528621941421961089417531,1.346231075360188737429333831043002649,0.12911961125540838413172650689375586807727813720703125
108,0.500000024221216891863129733986812657,1.84623109579913955158277153652821283,1.346231071577922659719641802541400173,0.12911961003524841107292786546167917549610137939453125
109,0.500000023562147673386691754601211704,1.84623109149506384742903887432484618,1.346231067932916174042347119723634476,0.1291196088593683788392496580854640342295169830322265625
110,0.500000022926774744267066519094230662,1.84623108734577323178113526777041223,1.346231064418998487514068748676181568,0.1291196077257776853031145947170443832874298095703125
111,0.500000022314042623442127336979862283,1.84623108334437138419014930090997613,1.346231061030328760748021963930113847,0.1291196066325919489248263971603591926395893096923828125
112,0.500000021722951747278419063445482226,1.84623107948432745290644229548543366,1.346231057761375705628023232039951434,0.1291196055780268470147831294525531120598316192626953125
113,0.500000021152555043706987922733865579,1.84623107575945365599274058595945969,1.346231054606898612285752663225594111,0.1291196045603917041955099875849555246531963348388671875
114,0.500000020601954744151549632949521060,1.84623107216388443777337491393043314,1.346231051561929693621825280980912080,0.1291196035780840245532630206071189604699611663818359375
115,0.500000020070299414840266383001895029,1.84623106869205706016140995539083209,1.346231048621757645321143572388937061,0.1291196026295837462338766954417224042117595672607421875
116,0.500000019556781190662358061202672314,1.84623106533869351868318803206660796,1.346231045781912328020829970863935646,0.12911960171344893932854347440297715365886688232421875
117,0.500000019060633196154680270402103844,1.84623106209878368234113864742362011,1.346231043038150486186458377021516266,0.1291196008283106433367493082187138497829437255859375
118,0.500000018581127139495981900873057159,1.84623105896756956491680843889574930,1.346231040386442425420826538022692141,0.1291195999728688981189606010957504622638225555419921875
119,0.500000018117571066560900160787522947,1.84623105594053064300286535350511242,1.346231037822959576441965192717589473,0.1291195991458886915825843288985197432339191436767578125
120,0.500000017669307263153560565670806116,1.84623105301337014304196908698703271,1.346231035344062879888408521316226594,0.1291195983461959906346550042144372127950191497802734375
121,0.500000017235710294512388687528754196,1.84623105018200222601043784831018951,1.346231032946291931498049160781435314,0.1291195975726744382683364165131933987140655517578125
122,0.500000016816185172062756232538976436,1.84623104744254000417674185623344047,1.346231030626354832113985623694464034,0.12911959682426210616057460356387309730052947998046875
123,0.500000016410165638200745046250051234,1.84623104479128432964410111432303999,1.346231028381118691443356068072988756,0.12911959609994838604762890099664218723773956298828125
124,0.500000016017112560627151361713025062,1.84623104222471329920171046269845545,1.346231026207600738574559100985430388,0.1291195953987709088561786074933479540050029754638671875
125,0.500000015636512428422560396510671693,1.84623103973947242440484138353710959,1.346231024102959995982280987026437897,0.12911959471981326874612250321661122143268585205078125
126,0.500000015267875942667985513887364329,1.84623103733236541981950740560684729,1.346231022064489477151521891719482961,0.129119594062202136530714824402821250259876251220703125
127,0.500000014910736694976586154239881835,1.84623103500034556603840357767949125,1.346231020089608871061817423439609415,0.129119593425105094741667244306881912052631378173828125
128,0.500000014564649927815263489300890543,1.84623103274050760743323891528475691,1.346231018175857679617975425983866367,0.1291195928077284726942508541469578631222248077392578125
129,0.500000014229191370964867848369178773,1.84623103055008014768328580713149975,1.346231016320888776718417958762320977,0.1291195922093150427745200659046531654894351959228515625
130,0.500000013903956148898302975413840660,1.84623102842641850893690985273451558,1.346231014522462360038606877320674920,0.129119591629142160815746365187806077301502227783203125
131,0.500000013588557754250556307124481353,1.84623102636699802304538151365628786,1.346231012778440268794825206531806507,0.1291195910665201840306082203824189491569995880126953125
132,0.500000013282627082916841148232749430,1.84623102436940772567752674673383770,1.346231011086780642760685598501088270,0.1291195905207903338318686792263179086148738861083984375
133,0.500000012985811526647524208733384883,1.84623102243134442629887972954838523,1.346231009445532899651355520815000347,0.1291195899913234190758970498791313730180263519287109375
134,0.500000012697774119313952228206369318,1.84623102055060712899711113306894448,1.346231007852833009683158904862575162,0.1291195894775179764391026537850848399102687835693359375
135,0.500000012418192733300084972494336105,1.84623101872509178097224827009738710,1.346231006306899047672163297603050995,0.1291195889787992434616370474032009951770305633544921875
136,0.500000012146759322733118553691161853,1.84623101695278632719971370924474254,1.346231004806027004466595155553580687,0.12911958849461757647958393135922960937023162841796875
137,0.500000011883179210504022008317657186,1.84623101523176605132922290866843835,1.346231003348586840825200900350781164,0.1291195880244469795794515221132314763963222503662109375
138,0.500000011627170416247864800818587284,1.84623101356018918431473328056482451,1.346231001933018768066868479746237226,0.129119587567784355197630929978913627564907073974609375
139,0.500000011378463022655592866197871412,1.84623101193629276359043783189697179,1.346231000557829740934844965699100378,0.1291195871241479775637372995333862490952014923095703125
140,0.500000011136798577674984406537598446,1.84623101035838872682475424895131997,1.346230999221590149149769842413721524,0.1291195866930767433000681876364978961646556854248046875
141,0.500000010901929530330196101092904339,1.84623100882486022540711889823612802,1.346230997922930695076922797143223681,0.1291195862741288669095496288719004951417446136474609375
142,0.500000010673618698047811002525158871,1.84623100733415814385897758253082267,1.346230996660539445811166580005663799,0.12911958586688110361961889793747104704380035400390625
143,0.500000010451638763523710617397829728,1.84623100588479781231790622665309217,1.346230995433159048794195609255262442,0.12911958547092783344822919389116577804088592529296875
144,0.500000010235771799300420901198439714,1.84623100447535590012876576286306440,1.346230994239584100828344861664624686,0.129119585085880228536581171283614821732044219970703125
145,0.500000010025808818349729159106885218,1.84623100310446747939420919032071366,1.346230993078658661044480031213828442,0.1291195847113653927262788556618033908307552337646484375
146,0.500000009821549349071166199174256901,1.84623100177082324809411697619937885,1.346230991949273899022950777025121949,0.12911958434702552889206117470166645944118499755859375
147,0.500000009622801033224158154063106859,1.84623100047316690308457765530557654,1.346230990850365869860419501242469681,0.129119583992517494852592108145472593605518341064453125
148,0.500000009429379245410955391085415530,1.84623099921029265393640401748714730,1.346230989780913408525448626401731770,0.1291195836475118874364653720476781018078327178955078125
149,0.500000009241106732819485233260251077,1.84623099798104286917497834184563361,1.346230988739936136355493108585382533,0.129119583311692320837238412423175759613513946533203125
150,0.500000009057813274020615156271351267,1.84623099678430584704127098943120523,1.346230987726492573020655833159853963,0.129119582984755176813251864587073214352130889892578125
151,0.500000008879335355693492338894251525,1.84623099561901370341156132034337823,1.346230986739678347718068981449126705,0.1291195826664086332424830061427201144397258758544921875
152,0.500000008705515866226117799434057107,1.84623099448414036999393733401687110,1.346230985778624503767819534582813993,0.129119582356372386566789600692573003470897674560546875
153,0.500000008536203805206568514852095756,1.84623099337869969636590545408517531,1.346230984842495891159336939233079554,0.12911958205437701341367073837318457663059234619140625
154,0.500000008371254007883696688778709401,1.84623099230174364983207786921172870,1.346230983930489641948381180433019299,0.1291195817601635542626326014215010218322277069091796875
155,0.500000008210526883735088628588617746,1.84623099125236060746632957383479872,1.346230983041833723731240945246180974,0.1291195814734829305781005359676782973110675811767578125
