Matrix Size,Eigenvalue 2,Predict Value (x),Difference (Eigenvalue 2 - Predict Value)
1,,,
2,1.90850862679815670935783502815494480,1.9048126815165010825840721252504804187788422548269,0.0036959452816556267737629029044643812211577451731
3,1.85538194129764085294856945985748542,1.8542840321252252321633458389716270941723942089755,0.0010979091724156207852236208858583258276057910245
4,1.84955906520274977931465281201352159,1.8490950405378717264306143834036027224696974696438,0.0004640246648780528840384286099188675303025303562
5,1.84784587546169504262572145816733936,1.8476079590138370653895770345493468758114217015577,0.0002379164478579772361444236179924841885782984423
6,1.84714396797449172464550712735039655,1.8470061258537424467468901262937120195449455206994,0.0001378421207492778986170010566845304550544793006
7,1.84679963492977472800226136227299362,1.8467127458194231126251917683313246604007680472609,0.0000868891103516153770695939416689595992319527391
8,1.84660993469649944981989885767433568,1.8465516765586736821084870668168572572712214214696,0.0000582581378257677114117908574784227287785785304
9,1.84649650245800814896819297263815928,1.8464555553884000024149569856242914772697429134694,0.0000409470696081465532359870138678027302570865306
10,1.84642438541629276263537507763443352,1.8463945150877101867168200643092488072112017435658,0.0000298703285825759185550133251847127887982564342
11,1.84637628998609671799890080257128245,1.8463538344224674823259612055386501664375487795316,0.0000224555636292356729395970326322835624512204684
12,1.84634295848874310602578244272404253,1.8463256524576705595664506727688677804523819087518,0.0000173060310725464593317699551747495476180912482
13,1.84631911722079254550608900469747868,1.8463054986602924651307260981382001644134229120170,0.0000136185605000803753629065592785155865770879830
14,1.84630160651569080500023731016405428,1.8462906976176309291156935269486288986696768303340,0.0000109088980598758845437832154253813303231696660
15,1.84628845238185487323124215825171297,1.8462795791693923803242670238346840882856261618799,0.0000088732124624929069751344170288817143738381201
16,1.84627837721388678288384862439081051,1.8462710629246262796722611468655346681879184242087,0.0000073142892605032115874775252758418120815757913
17,1.84627052871160605241727455407935547,1.8462644284005893067856498860299269377518935514908,0.0000061003110167456316246680494285322481064485092
18,1.84626432318555584438265108667231161,1.8462591822949839614786409010209457632607862469835,0.0000051408905718829040101856513658467392137530165
19,1.84625935161254100585006509294654817,1.8462549789727007094877640547884213631602460445263,0.0000043726398402963623010381581268068397539554737
20,1.84625532149156727549960073687613420,1.8462515712820392496511186015005766174636437243707,0.0000037502095280258484821353755575825363562756293
21,1.84625201983618461274276587092859380,1.8462487792635223682639807510809951152314974114209,0.0000032405726622444787851198475986847685025885791
22,1.84624928902791149859804421639993404,1.8462464697395850663953344175674661467538037198764,0.0000028192883264322027097988324678932461962801236
23,1.84624701070798651070511668214732162,1.8462445427018844021307488888881702403842946137270,0.0000024680061021085743677932591513796157053862730
24,1.84624509481514085731047581727917403,1.8462429220488640767570289214752545966259460549263,0.0000021727662767805534468958039194333740539450737
25,1.84624347198971426708872195710148393,1.8462415491683705664608292097679801294726694325286,0.0000019228213437006278927473335038005273305674714
26,1.84624208822341036578157180579554389,1.8462403784178016256862334717225561922525970267124,0.0000017098056087400953383340729876977474029732876
27,1.84624090103399081950155267186879529,1.8462393738926282918490457656447692299935799341378,0.0000015271413625276525069062240260600064200658622
28,1.84623987669249316783529619565201723,1.8462385070840761960379462596707456931409322361765,0.0000013696084169717973499359812715368590677638235
29,1.84623898818784012686662503343405688,1.8462377551597071918660358631137343480421818485403,0.0000012330281329350005891703203225319578181514597
30,1.84623821371521870958617369714350724,1.8462370996864316124940882932358216720506874655137,0.0000011140287870970920854039076855679493125344863
31,1.84623753554125611836151026695960501,1.8462365256717976273703674631640856896608080915888,0.0000010098694584909911428037955193203391919084112
32,1.84623693914347710978832034198471548,1.8462360208369643559604660703816068895883790717160,9.183065127538278542716031085904116209282840E-7
33,1.84623641255162097082684461087246695,1.8462355750601871453713417154659337772740663066490,8.374914338254555028954065331727259336933510E-7
34,1.84623594583904581536614461673397356,1.8462351799470859838468175173434918416012125931400,7.658919598315193270993904817183987874068600E-7
35,1.84623553072679815533149539189027346,1.8462348284960889150104477469503707055448743060833,7.022307092403210476449399027544551256939167E-7
36,1.84623516027301711271916958321792908,1.8462345148359656950903896665587370129816427139550,6.454370514176287799166591920670183572860450E-7
37,1.84623482862751826382276585931494645,1.8462342340184274711586202111476999780665599803594,5.946090907926641456481672464719334400196406E-7
38,1.84623453083655776946500874030044865,1.8462339818531227070742176204033831042316008425421,5.489834350623907911198970655457683991574579E-7
39,1.84623426268651816561433841208344426,1.8462337547755189955954647817968715254174678677747,5.079109991700188736302865727345825321322253E-7
40,1.84623402057799639712369090204142486,1.8462335497404739635810583449132218715581819686554,4.708375224335426325571282029884418180313446E-7
41,1.84623380142379801365759714917577816,1.8462333641360074496117250711018312193542292665336,4.372877905640458720780739469406457707334664E-7
42,1.84623360256584832204538813234144957,1.8462331957130599232471837128788671470430008023167,4.068527883987982044194625824229569991976833E-7
43,1.84623342170716228880081984703567645,1.8462330425279774521526906498481085593976571709831,3.791791848366481291971875678906023428290169E-7
44,1.84623325685587014815623350825873953,1.8462329028951858922242461027426277673078715852699,3.539606842559319874055161117626921284147301E-7
45,1.84623310627894680856830090537507898,1.8462327753480670253461820220840013354796352049680,3.309308797832221188832910776445203647950320E-7
46,1.84623296846379224929494622812455269,1.8462326586064710026686236117129868939804544695411,3.098573212466263226164115657960195455304589E-7
47,1.84623284208619508927230243717089617,1.8462325515496247025347948351087893504669258804629,2.905365703867375076020621068195330741195371E-7
48,1.84623272598351027920109504623982615,1.8462324531934480329894589977307818582916571632332,2.727900622462116360485090442917083428367668E-7
49,1.84623261913211506372895132486494872,1.8462323626714872390455786674261313493680820901918,2.564606278246833726574388173706319179098082E-7
50,1.84623252062839037960459952446308997,1.8462322792188289178699464377706443053115563738472,2.414095614617346530866924456646884436261528E-7
51,1.84623242967261925191022238190940021,1.8462322021584804598652802045861317175002272308770,2.275141387920449421773232684924997727691230E-7
52,1.84623234555530824964465168482053444,1.8462321308897993904789442485481623393693939559854,2.146655088591657074362723721006306060440146E-7
53,1.84623226764552929326770024299704599,1.8462320648786311861567440277535227163267122932227,2.027668981071109562152435232736732877067773E-7
54,1.84623219538095213575692724360624248,1.8462320036488768570693611358646417374166561964531,1.917320752786875661077416007425833438035469E-7
55,1.84623212825929655717730105417868125,1.8462319467752612167674515008288662616749814871612,1.814840353404098495533498149883250185128388E-7
56,1.84623206583098072678450156230666445,1.8462318938771128343445159288049242524427824895109,1.719538678924399856335017401975572175104891E-7
57,1.84623200769278062993949091076950075,1.8462318446129991594642423048065985581915887661515,1.630797814704752486059629021918084112338485E-7
58,1.84623195348234675011923557964435564,1.8462317986760867629385588304387016090992101798438,1.548062599871806767492056540309007898201562E-7
59,1.84623190287344976594575665147227006,1.8462317557901182509263706292724952921602795982405,1.470833315150193860221997747678397204017595E-7
60,1.84623185557184799283458075860063939,1.8462317157059151385294708238827658450998200549831,1.398659328543051099347178735449001799450169E-7
61,1.84623181131168655693046684024687015,1.8462316781983305592134423191255717435762395306307,1.331133559977170245211212984064237604693693E-7
62,1.84623176985235254086035857253686365,1.8462316430635877361639401063014840362143732293784,1.267887648046964184662353796137856267706216E-7
63,1.84623173097572214891506569322969962,1.8462316101169501256951924713406395982584555483169,1.208587720232198732218890600217415444516831E-7
64,1.84623169448374575373546771576644121,1.8462315791906774415751304342411499629513843512165,1.152930683121603372815252912470486156487835E-7
65,1.84623166019632486910957597069125724,1.8462315501322286883172774506741424780787036942418,1.100640961807922985200171147619212963057582E-7
66,1.84623162794944193572921862535920006,1.8462315228026791175813674736896701120489104410697,1.051467628181478511516695299479510895589303E-7
67,1.84623159759350954471604426590102293,1.8462314970753228743185524329107511427230474989485,1.005181866703974918329902717872769525010515E-7
68,1.84623156899191054903802341396742253,1.8462314728344371801642090372146290392581407277673,9.61574733688738143767527934907418592722327E-8
69,1.84623154201970458171539404876529364,1.8462314499741873427772963435900720385180221698140,9.20455172389380977051752216014819778301860E-8
70,1.84623151656247993954832164752609803,1.8462314283976547892286721140460659736628476970536,8.81648251503196495334800320563371523029464E-8
71,1.84623149251533270658735972301957976,1.8462314080159727875432550516368025443209056738960,8.44993599190441046713827772156790943261040E-8
72,1.84623146978195746872091552685196732,1.8462313887475566158541370204515786476837913807371,8.10344008528667785064003886723162086192629E-8
73,1.84623144827383608050253617244602561,1.8462313705174167232563884882637552609257988546280,7.77564193572461476841822703490742011453720E-8
74,1.84623142790951274634517481976204252,1.8462313532565449499950775875476594184484708942018,7.46529677963500972322143831015515291057982E-8
75,1.84623140861394521911601871359123982,1.8462313369013651781740803688549143483843524556125,7.17125800409419383447363254716156475443875E-8
76,1.84623139031792324042427050308645741,1.8462313213932409019686136588490937906761010330391,6.89246823384556568442373636193238989669609E-8
77,1.84623137295754648222671969787044135,1.8462313066780331668525087929307924830432289449958,6.62795133153742109049396488669567710550042E-8
78,1.84623135647375522696586231131074816,1.8462312927057031544609306743680969873263022694084,6.37680520725049316369426511726736977305916E-8
79,1.84623134081190786691514286249407628,1.8462312794299544033592980785791890527701512828150,6.13819534635558447839148872272298487171850E-8
80,1.84623132592140003256611104059856619,1.8462312668079102729538239910981007270244972719992,5.91134897596122870495004654629755027280008E-8
81,1.84623131175532079144578333997784775,1.8462312547998227921744076745723885831904685971422,5.69554979992713756654054591668095314028578E-8
82,1.84623129827014190678214523415962780,1.8462312433688094982976320553392495065310572607304,5.49013324084845131788203782934689427392696E-8
83,1.84623128542543662185007030329588225,1.8462312324806152744287585312856866730467437982718,5.29448213474213117720101955769532562017282E-8
84,1.84623127318362485071843456936590495,1.8462312221033965452592903879936882017707555912247,5.10802283054591441813722167482292444087753E-8
85,1.84623126150974201805031992492832908,1.8462312122075254970108625184315698553748258627882,4.93022165210394574064967592246251741372118E-8
86,1.84623125037122910687190140369763724,1.8462312027654122551296084125217376715006872440854,4.76058168517422929911758995684993127559146E-8
87,1.84623123973774175003651467902196722,1.8462311937513431875700313708980201204421372762988,4.59863985624664833081239470995578627237012E-8
88,1.84623122958097644377847909494542605,1.8462311851413337068899056446548814828817387188595,4.44396427368885734502905445671182612811405E-8
89,1.84623121987451217481906457249226556,1.8462311769129941247140802770490739643938681877476,4.29615180501049842954431915956061318122524E-8
90,1.84623121059366593985113207040041653,1.8462311690454072707129402441804272155005583547177,4.15482586691381918262199893144994416452823E-8
91,1.84623120171536080123518561334319701,1.8462311615190167279054936777831422893678914259516,4.01963440733296919355600547206321085740484E-8
92,1.84623119321800526826742636470299886,1.8462311543155246592826224644408059593526754154102,3.89024806089848039002621929006473245845898E-8
