File Number,First Data
1,0.5368449291145283
2,0.5032270703460644
3,0.5009665465297934
4,0.5004173994529929
5,0.500217960522472
6,0.5001281046712123
7,0.5000816644057057
8,0.5000552471145673
9,0.5000391127997617
10,0.5000287024621257
11,0.5000216848460148
12,0.5000167821429156
13,0.5000132535536266
14,0.5000106492443285
15,0.5000086852171524
16,0.500007176117253
17,0.5000059974501352
18,0.5000050634791291
19,0.5000043138435428
20,0.500003705208701
21,0.5000032059149013
22,0.500002792465697
23,0.5000024471735712
24,0.5000021565508667
25,0.500001910190685
26,0.5000016999760711
27,0.5000015195129779
28,0.5000013637182095
29,0.500001228516266
30,0.5000011106137476
31,0.5000010073296873
32,0.5000009164666832
33,0.5000008362121151
34,0.5000007650617689
35,0.5000007017603084
36,0.5000006452545246
37,0.5000005946563609
38,0.5000005492134695
39,0.500000508285618
40,0.5000004713256714
41,0.5000004378641713
42,0.5000004074967684
43,0.5000003798739271
44,0.500000354692446
45,0.5000003316884493
46,0.500000310631561
47,0.5000002913200471
48,0.5000002735767441
49,0.5000002572456391
50,0.5000002421889796
51,0.5000002282848292
52,0.5000002154249877
53,0.5000002035132204
54,0.5000001924637408
55,0.5000001821999119
56,0.5000001726531274
57,0.5000001637618462
58,0.5000001554707586
59,0.5000001477300623
60,0.5000001404948324
61,0.5000001337244737
62,0.500000127382242
63,0.5000001214348232
64,0.5000001158519667
65,0.500000110606161
66,0.5000001056723491
67,0.5000001010276763
68,0.5000000966512682
69,0.500000092524033
70,0.5000000886284861
71,0.5000000849485952
72,0.5000000814696409
73,0.5000000781780933
74,0.5000000750615009
75,0.5000000721083921
76,0.5000000693081864
77,0.5000000666511141
78,0.5000000641281453
79,0.5000000617309255
80,0.5000000594517164
81,0.5000000572833448
82,0.5000000552191542
83,0.500000053252962
84,0.5000000513790209
85,0.5000000495919834
86,0.5000000478868695
87,0.5000000462590377
88,0.5000000447041592
89,0.500000043218192
90,0.5000000417973607
91,0.5000000404381348
92,0.5000000391372112
93,0.5000000378914973
94,0.500000036698095
95,0.5000000355542868
96,0.5000000344575232
97,0.5000000334054101
98,0.5000000323956981
99,0.5000000314262726
100,0.5000000304951442
101,0.5000000296004402
102,0.5000000287403968
103,0.500000027913352
104,0.5000000271177377
105,0.5000000263520752
106,0.500000025614968
107,0.5000000249050975
108,0.5000000242212169
109,0.5000000235621477
110,0.5000000229267747
111,0.5000000223140426
112,0.5000000217229517
113,0.500000021152555
114,0.5000000206019547
115,0.5000000200702993
116,0.5000000195567812
117,0.5000000190606332
118,0.5000000185811271
119,0.5000000181175711
120,0.5000000176693072
121,0.5000000172357103
122,0.5000000168161852
123,0.5000000164101656
124,0.5000000160171125
125,0.5000000156365124
126,0.500000015267876
127,0.5000000149107368
128,0.5000000145646499
129,0.5000000142291914
130,0.5000000139039562
131,0.5000000135885577
132,0.5000000132826271
133,0.5000000129858115
134,0.500000012697774
135,0.5000000124181927
136,0.5000000121467593
137,0.5000000118831792
138,0.5000000116271704
139,0.5000000113784631
140,0.5000000111367986
141,0.5000000109019295
142,0.5000000106736187
143,0.5000000104516388
144,0.5000000102357718
145,0.5000000100258088
146,0.5000000098215492
147,0.500000009622801
148,0.5000000094293792
149,0.5000000092411068
150,0.5000000090578133
151,0.5000000088793354
152,0.500000008705516
153,0.5000000085362039
154,0.500000008371254
155,0.5000000082105269
156,0.5000000080538881
157,0.5000000079012087
158,0.5000000077523641
159,0.5000000076072348
160,0.5000000074657057
161,0.5000000073276656
162,0.5000000071930077
163,0.5000000070616293
164,0.5000000069334308
165,0.5000000068083169
166,0.5000000066861952
167,0.5000000065669769
168,0.500000006450576
169,0.5000000063369099
170,0.5000000062258988
171,0.5000000061174656
172,0.5000000060115359
173,0.5000000059080377
174,0.500000005806902
175,0.5000000057080615
176,0.5000000056114514
177,0.5000000055170094
178,0.5000000054246749
179,0.5000000053343893
180,0.5000000052460962
181,0.500000005159741
182,0.5000000050752708
183,0.5000000049926343
184,0.5000000049117822
185,0.5000000048326665
186,0.5000000047552408
187,0.5000000046794602
188,0.5000000046052815
189,0.5000000045326621
190,0.5000000044615618
191,0.5000000043919407
192,0.5000000043237607
193,0.5000000042569845
194,0.5000000041915765
195,0.5000000041275016
196,0.5000000040647261
197,0.5000000040032171
198,0.5000000039429429
199,0.5000000038838727
200,0.5000000038259765
201,0.5000000037692255
202,0.5000000037135913
203,0.5000000036590465
204,0.5000000036055648
205,0.5000000035531204
206,0.500000003501688
207,0.5000000034512436
208,0.5000000034017635
209,0.5000000033532248
210,0.500000003305605
211,0.5000000032588828
212,0.5000000032130368
213,0.5000000031680468
214,0.5000000031238929
215,0.5000000030805558
216,0.5000000030380165
217,0.5000000029962569
218,0.5000000029552591
219,0.5000000029150059
220,0.5000000028754805
221,0.5000000028366663
222,0.5000000027985477
223,0.500000002761109
224,0.5000000027243351
225,0.5000000026882113
226,0.5000000026527234
227,0.5000000026178574
228,0.5000000025835997
229,0.5000000025499372
230,0.500000002516857
231,0.5000000024843464
232,0.5000000024523934
233,0.5000000024209861
234,0.5000000023901128
235,0.500000002359762
236,0.5000000023299233
237,0.5000000023005852
238,0.5000000022717378
239,0.5000000022433706
240,0.5000000022154738
241,0.5000000021880376
242,0.5000000021610524
243,0.5000000021345095
244,0.5000000021083992
245,0.5000000020827131
246,0.5000000020574425
247,0.5000000020325792
248,0.5000000020081149
249,0.5000000019840416
250,0.5000000019603515
251,0.5000000019370371
252,0.500000001914091
253,0.5000000018915057
254,0.5000000018692745
255,0.5000000018473904
256,0.5000000018258465
257,0.5000000018046362
258,0.5000000017837533
259,0.5000000017631913
260,0.5000000017429441
261,0.5000000017230057
262,0.5000000017033704
263,0.5000000016840321
264,0.5000000016649856
265,0.5000000016462252
266,0.5000000016277456
267,0.5000000016095416
268,0.500000001591608
269,0.5000000015739398
270,0.5000000015565321
271,0.5000000015393802
272,0.5000000015224794
273,0.5000000015058251
274,0.5000000014894129
275,0.5000000014732382
276,0.500000001457297
277,0.5000000014415849
278,0.5000000014260978
279,0.5000000014108318
280,0.5000000013957829
281,0.5000000013809472
282,0.5000000013663212
283,0.5000000013519009
284,0.5000000013376829
285,0.5000000013236634
286,0.5000000013098392
287,0.5000000012962069
288,0.5000000012827632
289,0.5000000012695046
290,0.5000000012564282
291,0.5000000012435306
292,0.5000000012308091
293,0.5000000012182605
294,0.5000000012058818
295,0.5000000011936704
296,0.5000000011816232
297,0.5000000011697376
298,0.5000000011580109
299,0.5000000011464405
300,0.5000000011350236
301,0.5000000011237579
302,0.5000000011126408
303,0.5000000011016698
304,0.5000000010908425
305,0.5000000010801567
306,0.50000000106961
307,0.5000000010592002
308,0.500000001048925
309,0.5000000010387823
310,0.5000000010287698
311,0.5000000010188858
312,0.5000000010091279
313,0.5000000009994942
314,0.5000000009899828
315,0.5000000009805916
316,0.5000000009713189
317,0.5000000009621627
318,0.5000000009531212
319,0.5000000009441926
320,0.5000000009353753
321,0.5000000009266673
322,0.5000000009180672
323,0.5000000009095731
324,0.5000000009011835
325,0.5000000008928968
326,0.5000000008847112
327,0.5000000008766255
328,0.500000000868638
329,0.5000000008607473
330,0.5000000008529518
331,0.5000000008452502
332,0.5000000008376411
333,0.500000000830123
334,0.5000000008226946
335,0.5000000008153545
336,0.5000000008081016
337,0.5000000008009344
338,0.5000000007938517
339,0.5000000007868521
340,0.5000000007799348
341,0.5000000007730984
342,0.5000000007663413
343,0.500000000759663
344,0.5000000007530621
345,0.5000000007465373
346,0.5000000007400877
347,0.5000000007337122
348,0.5000000007274098
349,0.5000000007211792
350,0.5000000007150197
351,0.50000000070893
352,0.5000000007029095
353,0.5000000006969568
354,0.5000000006910712
355,0.5000000006852516
356,0.5000000006794972
