Eigenstate,Residual Energy_10000
841,-0.000002461257680560204141331011
842,-0.000002455669566021976299950248
843,-0.000002450098637158728093418524
844,-0.000002444544816608064927038723
845,-0.000002439008027441305638681164
846,-0.000002433488193158275691012259
847,-0.000002427985237688032185794298
848,-0.000002422499085378943109351947
849,-0.000002417029661003942434160968
850,-0.000002411576889753251348990896
851,-0.000002406140697231930803237681
852,-0.000002400721009457600881258746
853,-0.000002395317752857581453888072
854,-0.000002389930854267860332368511
855,-0.000002384560240927624540482583
856,-0.000002379205840478370122979150
857,-0.000002373867580959505160173620
858,-0.000002368545390806407399282609
859,-0.000002363239198850244191300181
860,-0.000002357948934311533081322126
861,-0.000002352674526799740253231662
862,-0.000002347415906309557678488549
863,-0.000002342173003220315640691587
864,-0.000002336945748290655219153377
865,-0.000002331734072660493297505336
866,-0.000002326537907842112417169572
867,-0.000002321357185721016888748976
868,-0.000002316191838556441831699223
869,-0.000002311041798972708214624543
870,-0.000002305906999962857491890635
871,-0.000002300787374884575419685780
872,-0.000002295682857452517825295136
873,-0.000002290593381742135987153819
874,-0.000002285518882185999368337032
875,-0.000002280459293569902923569484
876,-0.000002275414551031818638319170
877,-0.000002270384590059275895310264
878,-0.000002265369346487393214748326
879,-0.000002260368756494655861495325
880,-0.000002255382756605890149072431
881,-0.000002250411283683204052163827
882,-0.000002245454274928061619166741
883,-0.000002240511667876270923635401
884,-0.000002235583400401534039885547
885,-0.000002230669410707041306576699
886,-0.000002225769637323540675426584
887,-0.000002220884019113195232909039
888,-0.000002216012495261173563103232
889,-0.000002211155005275908304563065
890,-0.000002206311488987893431766135
891,-0.000002201481886547732559048597
892,-0.000002196666138421802904786399
893,-0.000002191864185390781891402109
894,-0.000002187075968549808417149374
895,-0.000002182301429304869608615369
896,-0.000002177540509370753401633439
897,-0.000002172793150769448798638749
898,-0.000002168059295827512435463125
899,-0.000002163338887176851873215710
900,-0.000002158631867749177913503212
901,-0.000002153938180773500921021144
902,-0.000002149257769781205548659361
903,-0.000002144590578595243519347097
904,-0.000002139936551333278121558024
905,-0.000002135295632404296397849959
906,-0.000002130667766509399837308251
907,-0.000002126052898636168916345687
908,-0.000002121450974057092881498760
909,-0.000002116861938331969329436726
910,-0.000002112285737304559803250717
911,-0.000002107722317096656575138147
912,-0.000002103171624107159296391978
913,-0.000002098633605018267370218705
914,-0.000002094108206785407538739145
915,-0.000002089595376637063567802880
916,-0.000002085095062074757788769140
917,-0.000002080607210869896757271657
918,-0.000002076131771063208498159731
919,-0.000002071668690963634209761503
920,-0.000002067217919144561273500424
921,-0.000002062779404445203067800192
922,-0.000002058353095964144266486542
923,-0.000002053938943061949015168256
924,-0.000002049536895359417116037057
925,-0.000002045146902734885337089457
926,-0.000002040768915318806718948077
927,-0.000002036402883499595033561247
928,-0.000002032048757918218206093381
929,-0.000002027706489465245484731870
930,-0.000002023376029283184778207272
931,-0.000002019057328758963304411649
932,-0.000002014750339529082128844145
933,-0.000002010455013473492029356015
934,-0.000002006171302716146288223269
935,-0.000002001899159623602228398986
936,-0.000001997638536804208462232146
937,-0.000001993389387103033113737791
938,-0.000001989151663603308001015559
939,-0.000001984925319623297945462311
940,-0.000001980710308719352230078370
941,-0.000001976506584676975676297946
942,-0.000001972314101518840752368477
943,-0.000001968132813495105725142450
944,-0.000001963962675082691966332967
945,-0.000001959803640989833190122571
946,-0.000001955655666149196225021081
947,-0.000001951518705718814797793535
948,-0.000001947392715082792029997501
949,-0.000001943277649844017454512797
950,-0.000001939173465826858515650304
951,-0.000001935080119076936233415932
952,-0.000001930997565857477605704680
953,-0.000001926925762648461004285101
954,-0.000001922864666143511262243394
955,-0.000001918814233253569615672633
956,-0.000001914774421103291279995645
957,-0.000001910745187026484186524999
958,-0.000001906726488568290726972360
959,-0.000001902718283483637225003028
960,-0.000001898720529734791188980589
961,-0.000001894733185492931743017539
962,-0.000001890756209130847481113401
963,-0.000001886789559229504509347322
964,-0.000001882833194571247150187143
965,-0.000001878887074140572280260782
966,-0.000001874951157123429824683433
967,-0.000001871025402902631549177078
968,-0.000001867109771062407121498562
969,-0.000001863204221383903834412111
970,-0.000001859308713842143402168360
971,-0.000001855423208607895603678255
972,-0.000001851547666047285581598275
973,-0.000001847682046717692054689980
974,-0.000001843826311367809179342644
975,-0.000001839980420938293304162204
976,-0.000001836144336556194013362315
977,-0.000001832318019536751019256188
978,-0.000001828501431384638693428479
979,-0.000001824694533788664136993612
980,-0.000001820897288624735830684145
981,-0.000001817109657951154297364242
982,-0.000001813331604007208691771977
983,-0.000001809563089216278718910725
984,-0.000001805804076180713359430096
985,-0.000001802054527682421378100843
986,-0.000001798314406682494199455190
987,-0.000001794583676319766500634615
988,-0.000001790862299907570589523086
989,-0.000001787150240936115865129144
990,-0.000001783447463070470445403518
991,-0.000001779753930148434265415484
992,-0.000001776069606179932199463755
993,-0.000001772394455345796982281321
994,-0.000001768728441998489840941628
995,-0.000001765071530659549602065841
996,-0.000001761423686017858885581156
997,-0.000001757784872928782829958616
998,-0.000001754155056417095058082313
999,-0.000001750534201673289987594440
1000,-0.000001746922274050703607262774
1001,-0.000001743319239064074324653357
1002,-0.000001739725062394451651317348
1003,-0.000001736139709884617109810824
1004,-0.000001732563147536140193821350
1005,-0.000001728995341512322791973314
1006,-0.000001725436258133251904992723
1007,-0.000001721885863878393555948335
1008,-0.000001718344125386398380836327
1009,-0.000001714811009449331335552769
1010,-0.000001711286483016536437170149
1011,-0.000001707770513190009114549766
1012,-0.000001704263067227131862353409
1013,-0.000001700764112537593080449285
1014,-0.000001697273616683766991206535
1015,-0.000001693791547377273510918436
1016,-0.000001690317872481933718774163
1017,-0.000001686852560009327871536199
1018,-0.000001683395578121368171203589
1019,-0.000001679946895125146216529823
1020,-0.000001676506479476674007914810
1021,-0.000001673074299778724386687248
1022,-0.000001669650324777264481788717
1023,-0.000001666234523363040524113832
1024,-0.000001662826864572657386634524
1025,-0.000001659427317582957388551976
1026,-0.000001656035851714719596012102
1027,-0.000001652652436427384270017254
1028,-0.000001649277041321503520108784
1029,-0.000001645909636140224939506590
1030,-0.000001642550190763853967622691
1031,-0.000001639198675209479939582216
1032,-0.000001635855059633117677182861
1033,-0.000001632519314326692168205456
1034,-0.000001629191409717540717900446
1035,-0.000001625871316369722421798368
1036,-0.000001622559004980174803258551
1037,-0.000001619254446379387033183980
1038,-0.000001615957611531855658844905
1039,-0.000001612668471532875634140960
1040,-0.000001609386997609442621643772
1041,-0.000001606113161120819120881651
1042,-0.000001602846933554981179369028
1043,-0.000001599588286527437483724630
1044,-0.000001596337191785466997956316
1045,-0.000001593093621202527865528192
1046,-0.000001589857546778109115490612
1047,-0.000001586628940640251183206785
1048,-0.000001583407775041505884913962
1049,-0.000001580194022360031141983236
1050,-0.000001576987655097370720303653
1051,-0.000001573788645879432983691745
1052,-0.000001570596967456196702702634
1053,-0.000001567412592699567211634643
1054,-0.000001564235494600419907780991
1055,-0.000001561065646273334155509984
1056,-0.000001557903020953857098145980
1057,-0.000001554747591994969856452675
1058,-0.000001551599332871353042191600
1059,-0.000001548458217173645552369410
1060,-0.000001545324218610409603814927
1061,-0.000001542197311009366486839105
1062,-0.000001539077468312816434504146
1063,-0.000001535964664580557183157497
1064,-0.000001532858873986210088992043
1065,-0.000001529760070817524084328109
1066,-0.000001526668229479473497742053
1067,-0.000001523583324487668818942733
1068,-0.000001520505330471418221102586
1069,-0.000001517434222169921614634183
1070,-0.000001514369974437088465024276
1071,-0.000001511312562237555837352098
1072,-0.000001508261960645148965514392
1073,-0.000001505218144844952370573022
1074,-0.000001502181090129118265222223
1075,-0.000001499150771900290375268974
1076,-0.000001496127165667155867493098
1077,-0.000001493110247048079645579391
1078,-0.000001490099991766512192008257
1079,-0.000001487096375655896579278064
1080,-0.000001484099374651783874416670
1081,-0.000001481108964795542771166250
1082,-0.000001478125122234420707540476
1083,-0.000001475147823217416784334955
1084,-0.000001472177044099721628051691
1085,-0.000001469212761338633507005477
1086,-0.000001466254951493406236875084
1087,-0.000001463303591225991995673448
1088,-0.000001460358657299253591877875
1089,-0.000001457420126577482060817569
1090,-0.000001454487976025418418604458
1091,-0.000001451562182705971257969141
1092,-0.000001448642723782872561926728
1093,-0.000001445729576517857525911269
1094,-0.000001442822718273327309758806
1095,-0.000001439922126505726336093035
1096,-0.000001437027778769768446405398
1097,-0.000001434139652719129114626462
1098,-0.000001431257726100759914211853
1099,-0.000001428381976759574416231095
1100,-0.000001425512382634564465587693
1101,-0.000001422648921759786964106142
1102,-0.000001419791572262029291892941
1103,-0.000001416940312363128957065674
1104,-0.000001414095120379735740718211
1105,-0.000001411255974718363960032764
1106,-0.000001408422853881133192099373
1107,-0.000001405595736458959205542591
1108,-0.000001402774601133345789250092
1109,-0.000001399959426680306070568932
1110,-0.000001397150191963222880763439
1111,-0.000001394346875938458800273734
1112,-0.000001391549457648657110012851
1113,-0.000001388757916226800350012943
1114,-0.000001385972230893469663220049
1115,-0.000001383192380959307515273330
1116,-0.000001380418345821182118442759
1117,-0.000001377650104963562393153300
1118,-0.000001374887637956877716307315
1119,-0.000001372130924458316712388237
1120,-0.000001369379944211593937087831
1121,-0.000001366634677045238532847291
1122,-0.000001363895102872828236620692
1123,-0.000001361161201691782782126929
1124,-0.000001358432953585029806186609
1125,-0.000001355710338718867539320608
1126,-0.000001352993337341689350620020
1127,-0.000001350281929785486726679415
1128,-0.000001347576096464972204666964
1129,-0.000001344875817876362783046572
1130,-0.000001342181074597082867145096
1131,-0.000001339491847286420009754873
1132,-0.000001336808116685911117729916
1133,-0.000001334129863614125980325586
1134,-0.000001331457068970931228259448
1135,-0.000001328789713737546307984500
1136,-0.000001326127778971459078423363
1137,-0.000001323471245810816591567150
1138,-0.000001320820095470942671826442
1139,-0.000001318174309244598808793053
1140,-0.000001315533868504034703407511
1141,-0.000001312898754698370228898985
1142,-0.000001310268949352534231583691
1143,-0.000001307644434069248228918367
1144,-0.000001305025190525267030993387
1145,-0.000001302411200472780671316811
1146,-0.000001299802445740641740394085
1147,-0.000001297198908232731712397339
1148,-0.000001294600569927408236288921
1149,-0.000001292007412876034846326152
1150,-0.000001289419419204906399380672
1151,-0.000001286836571112817803368446
1152,-0.000001284258850872195453301422
1153,-0.000001281686240827823069495417
1154,-0.000001279118723396075312583040
1155,-0.000001276556281065628993294410
1156,-0.000001273998896397456095294097
1157,-0.000001271446552024429602276439
1158,-0.000001268899230649346179679146
1159,-0.000001266356915043990293283170
1160,-0.000001263819588052663004978655
1161,-0.000001261287232588742164752734
1162,-0.000001258759831633867556110569
1163,-0.000001256237368240315508525330
1164,-0.000001253719825529050332806477
1165,-0.000001251207186689333933608406
1166,-0.000001248699434978174021925344
1167,-0.000001246196553721258746198599
1168,-0.000001243698526310108096566894
1169,-0.000001241205336204964970203470
1170,-0.000001238716966932014661417080
1171,-0.000001236233402083856301169531
1172,-0.000001233754625319516646426706
1173,-0.000001231280620363795489238042
1174,-0.000001228811371007908962149029
1175,-0.000001226346861106659773295129
1176,-0.000001223887074579418542624415
1177,-0.000001221431995411024525351034
1178,-0.000001218981607652255532931933
1179,-0.000001216535895415432176181064
1180,-0.000001214094842877138041388096
1181,-0.000001211658434276870938473296
1182,-0.000001209226653917352309474291
1183,-0.000001206799486165353716926175
1184,-0.000001204376915448335665997931
1185,-0.000001201958926257896673595829
1186,-0.000001199545503143390305114815
1187,-0.000001197136630719212265287301
1188,-0.000001194732293659206718908116
1189,-0.000001192332476699838278930867
1190,-0.000001189937164636452653028488
1191,-0.000001187546342325317741212304
1192,-0.000001185159994684436512372964
1193,-0.000001182778106688044139616099
1194,-0.000001180400663371179630041858
1195,-0.000001178027649829476998857510
1196,-0.000001175659051215750978755224
1197,-0.000001173294852742693845215743
1198,-0.000001170935039681106032784730
1199,-0.000001168579597359208129812939
1200,-0.000001166228511162301237787722
1201,-0.000001163881766533627826082197
1202,-0.000001161539348975757481689223
1203,-0.000001159201244045719151462937
1204,-0.000001156867437357800827400664
1205,-0.000001154537914583688451377224
1206,-0.000001152212661449364997547918
1207,-0.000001149891663736495530439454
1208,-0.000001147574907284574594566281
1209,-0.000001145262377987807265490436
1210,-0.000001142954061794099841669213
1211,-0.000001140649944706906676974762
1212,-0.000001138350012784429056672617
1213,-0.000001136054252139533853257150
1214,-0.000001133762648938312261919255
1215,-0.000001131475189400278758301928
1216,-0.000001129191859801137102110765
1217,-0.000001126912646465666639430186
1218,-0.000001124637535775017813677325
1219,-0.000001122366514161300962085270
1220,-0.000001120099568110627221333718
1221,-0.000001117836684157954523189796
1222,-0.000001115577848895367409766456
1223,-0.000001113323048963514920510933
1224,-0.000001111072271054598596711008
1225,-0.000001108825501913547982668187
1226,-0.000001106582728335928470965098
1227,-0.000001104343937165983809150804
1228,-0.000001102109115300749115699106
1229,-0.000001099878249686844165196418
1230,-0.000001097651327322945817312978
1231,-0.000001095428335254350747779189
1232,-0.000001093209260578397139905513
1233,-0.000001090994090440946152980752
1234,-0.000001088782812037791803007382
1235,-0.000001086575412611497067976672
1236,-0.000001084371879455069527708750
1237,-0.000001082172199910219662427189
1238,-0.000001079976361366328162924433
1239,-0.000001077784351261337938087780
1240,-0.000001075596157080636768762563
1241,-0.000001073411766357626270484419
1242,-0.000001071231166671585821289425
1243,-0.000001069054345650690572797789
1244,-0.000001066881290969586840436717
1245,-0.000001064711990349322229035353
1246,-0.000001062546431557851136513779
1247,-0.000001060384602409034421170347
1248,-0.000001058226490763356372020267
1249,-0.000001056072084527761209047078
1250,-0.000001053921371651469109031937
1251,-0.000001051774340133187488010735
1252,-0.000001049630978015970007227298
1253,-0.000001047491273385600767056847
1254,-0.000001045355214376600436524634
1255,-0.000001043222789165090148067370
1256,-0.000001041093985971492530139322
1257,-0.000001038968793060850728042256
1258,-0.000001036847198744899211033430
1259,-0.000001034729191376417414488945
1260,-0.000001032614759353099230744866
1261,-0.000001030503891113808045865358
1262,-0.000001028396575143595661804568
1263,-0.000001026292799968692405087939
1264,-0.000001024192554157434201624458
1265,-0.000001022095826324252796458110
1266,-0.000001020002605122518057121495
1267,-0.000001017912879249333097489559
1268,-0.000001015826637443836128781941
1269,-0.000001013743868487348123306119
1270,-0.000001011664561202632164123169
1271,-0.000001009588704452705651362013
1272,-0.000001007516287143392428552570
1273,-0.000001005447298221961251406648
1274,-0.000001003381726674581804232967
1275,-0.000001001319561528504683334464
1276,-9.99260791854453591985249E-7
1277,-9.97205406761186405846572E-7
1278,-9.95153395398734457806754E-7
1279,-9.93104746955392411069350E-7
1280,-9.91059450660046215044416E-7
1281,-9.89017495782038233564985E-7
1282,-9.86978871629866893566294E-7
1283,-9.84943567550999903446997E-7
1284,-9.82911572932865558586952E-7
1285,-9.80882877200281185693187E-7
1286,-9.78857469818354523064103E-7
1287,-9.76835340290426287580366E-7
1288,-9.74816478157454431423278E-7
1289,-9.72800872999410818912608E-7
1290,-9.70788514434990634254080E-7
1291,-9.68779392119386634124359E-7
1292,-9.66773495746726202228532E-7
1293,-9.64770815047832141128847E-7
1294,-9.62771339792053252880143E-7
1295,-9.60775059784772686560245E-7
1296,-9.58781964868724424749635E-7
1297,-9.56792044925004215897655E-7
1298,-9.54805289870604165825101E-7
1299,-9.52821689658283697205867E-7
1300,-9.50841234277043118299988E-7
1301,-9.48863913753587777825738E-7
1302,-9.46889718150431742256682E-7
1303,-9.44918637566156720582037E-7
1304,-9.42950662135237505233208E-7
1305,-9.40985782025764992589895E-7
1306,-9.39023987442893122495310E-7
1307,-9.37065268627963906777741E-7
1308,-9.35109615856620174501762E-7
1309,-9.33157019439576348317313E-7
1310,-9.31207469722230905964381E-7
1311,-9.29260957085048003364601E-7
1312,-9.27317471942392668614396E-7
1313,-9.25377004743088337142567E-7
1314,-9.23439545971929729166538E-7
1315,-9.21505086146159431587315E-7
1316,-9.19573615817247431697471E-7
1317,-9.17645125571125766964991E-7
1318,-9.15719606025956096736317E-7
1319,-9.13797047835383188913062E-7
1320,-9.11877441685135467568544E-7
1321,-9.09960778294398300580008E-7
1322,-9.08047048415701417136278E-7
1323,-9.06136242834494368415414E-7
1324,-9.04228352369000222509042E-7
1325,-9.02323367869501342474753E-7
1326,-9.00421280220477897478186E-7
1327,-8.98522080335066916449150E-7
1328,-8.96625759163143020893729E-7
1329,-8.94732307684126581244175E-7
1330,-8.92841716909625167805523E-7
1331,-8.90953977884298678682842E-7
1332,-8.89069081683360291122219E-7
1333,-8.87187019412889811069145E-7
1334,-8.85307782213220680666511E-7
1335,-8.83431361253462507170434E-7
1336,-8.81557747733673678083379E-7
1337,-8.79686932886121561455564E-7
1338,-8.77818907973260934597711E-7
1339,-8.75953664290167268715934E-7
1340,-8.74091193160277816642512E-7
1341,-8.72231485936910727122889E-7
1342,-8.70374534006288801694509E-7
1343,-8.68520328783885925783662E-7
1344,-8.66668861713871188042925E-7
1345,-8.64820124272154868415677E-7
1346,-8.62974107963115362341095E-7
1347,-8.61130804321862192256004E-7
1348,-8.59290204913010229395630E-7
1349,-8.57452301329994387612912E-7
1350,-8.55617085196532301263463E-7
1351,-8.53784548165568258460304E-7
1352,-8.51954681917447037133761E-7
1353,-8.50127478163227834556677E-7
1354,-8.48302928641609340851241E-7
1355,-8.46481025120961524851841E-7
1356,-8.44661759397224913390630E-7
1357,-8.42845123296057733843226E-7
1358,-8.41031108670463016146057E-7
1359,-8.39219707402730857767758E-7
1360,-8.37410911401998824588928E-7
1361,-8.35604712606308931760109E-7
1362,-8.33801102980436528604961E-7
1363,-8.32000074519297825956408E-7
1364,-8.30201619242947061095299E-7
1365,-8.28405729199371955031498E-7
1366,-8.26612396465193107106833E-7
1367,-8.24821613144144816071387E-7
1368,-8.23033371365466397314192E-7
1369,-8.21247663286357827442159E-7
1370,-8.19464481092528543226153E-7
1371,-8.17683816994249917972898E-7
1372,-8.15905663228731271116038E-7
1373,-8.14130012062099770527509E-7
1374,-8.12356855785689021132947E-7
1375,-8.10586186716914878948284E-7
1376,-8.08817997198064912391433E-7
1377,-8.07052279600371822851617E-7
1378,-8.05289026318760633790098E-7
1379,-8.03528229775115261524650E-7
1380,-8.01769882417782644560117E-7
1381,-8.00013976720443589291952E-7
1382,-7.98260505181435785567323E-7
1383,-7.96509460327048851508319E-7
1384,-7.94760834705469443517062E-7
1385,-7.93014620894252559879678E-7
1386,-7.91270811492835441636965E-7
1387,-7.89529399126060230983824E-7
1388,-7.87790376444867235438476E-7
1389,-7.86053736126277031601588E-7
1390,-7.84319470869118929214560E-7
1391,-7.82587573400089242516772E-7
1392,-7.80858036467579845177535E-7
1393,-7.79130852847019345453838E-7
1394,-7.77406015335788766662038E-7
1395,-7.75683516757056480497095E-7
1396,-7.73963349957278912238349E-7
1397,-7.72245507808300024109390E-7
1398,-7.70529983204973723188904E-7
1399,-7.68816769067012712932253E-7
1400,-7.67105858337482620213297E-7
1401,-7.65397243981692818751578E-7
1402,-7.63690918989435502967103E-7
1403,-7.61986876374459559497075E-7
1404,-7.60285109174268617138178E-7
1405,-7.58585610448763016730297E-7
1406,-7.56888373281541213166717E-7
1407,-7.55193390779808371489212E-7
1408,-7.53500656072665106530909E-7
1409,-7.51810162312231007103834E-7
1410,-7.50121902674383652874407E-7
1411,-7.48435870358220900703843E-7
1412,-7.46752058583472047226583E-7
1413,-7.45070460592537211290578E-7
1414,-7.43391069651950496233846E-7
1415,-7.41713879050536250387255E-7
1416,-7.40038882098881108030654E-7
1417,-7.38366072129181515600924E-7
1418,-7.36695442495134481123428E-7
1419,-7.35026986574651718741930E-7
1420,-7.33360697766396769853235E-7
1421,-7.31696569490769626420979E-7
1422,-7.30034595190115541548171E-7
1423,-7.28374768328131386661456E-7
1424,-7.26717082390604540286102E-7
1425,-7.25061530884171780409729E-7
1426,-7.23408107337001352743456E-7
1427,-7.21756805299882256389686E-7
1428,-7.20107618342920131451309E-7
1429,-7.18460540057520991734064E-7
1430,-7.16815564058662557788041E-7
1431,-7.15172683979071003668141E-7
1432,-7.13531893473361978406597E-7
1433,-7.11893186218685296330191E-7
1434,-7.10256555909996852137723E-7
1435,-7.08621996265030152669975E-7
1436,-7.06989501022333431772701E-7
1437,-7.05359063939435645902575E-7
1438,-7.03730678795034254679398E-7
1439,-7.02104339387358634089015E-7
1440,-7.00480039535811325108268E-7
1441,-6.98857773079811804245608E-7
1442,-6.97237533878331711637278E-7
1443,-6.95619315810042729930023E-7
1444,-6.94003112775318938940916E-7
1445,-6.92388918692919446787868E-7
1446,-6.90776727501348497204151E-7
1447,-6.89166533159623237029823E-7
1448,-6.87558329645048024461881E-7
1449,-6.85952110954451839127047E-7
1450,-6.84347871106539845619583E-7
1451,-6.82745604137327518967072E-7
1452,-6.81145304101207797151615E-7
1453,-6.79546965074198386991715E-7
1454,-6.77950581148903349746433E-7
1455,-6.76356146440039447370887E-7
1456,-6.74763655078631782165398E-7
1457,-6.73173101215728141699587E-7
1458,-6.71584479020874703516870E-7
1459,-6.69997782682020462256130E-7
1460,-6.68413006407904895663458E-7
1461,-6.66830144422226752177342E-7
1462,-6.65249190970372108090916E-7
1463,-6.63670140314745975743206E-7
1464,-6.62092986736926295358001E-7
1465,-6.60517724536825163662924E-7
1466,-6.58944348031411438028419E-7
1467,-6.57372851555356666125480E-7
1468,-6.55803229464967953608356E-7
1469,-6.54235476130746783545485E-7
1470,-6.52669585942739498832454E-7
1471,-6.51105553309434044061227E-7
1472,-6.49543372656498873859842E-7
1473,-6.47983038427667084949817E-7
1474,-6.46424545082857805837426E-7
1475,-6.44867887101424765581076E-7
1476,-6.43313058979349905980201E-7
1477,-6.41760055231349469324479E-7
1478,-6.40208870387861842206704E-7
1479,-6.38659498997429871584678E-7
1480,-6.37111935625378337151204E-7
1481,-6.35566174854723026478809E-7
1482,-6.34022211285846323969124E-7
1483,-6.32480039535941287600521E-7
1484,-6.30939654239143624760084E-7
1485,-6.29401050046767656079893E-7
1486,-6.27864221626178304818523E-7
1487,-6.26329163662404377666356E-7
1488,-6.24795870857522888471634E-7
1489,-6.23264337929629632127680E-7
1490,-6.21734559613110530115062E-7
1491,-6.20206530660329519930346E-7
1492,-6.18680245837471967605528E-7
1493,-6.17155699929489177612492E-7
1494,-6.15632887738163774236295E-7
1495,-6.14111804078300337906623E-7
1496,-6.12592443784602578082741E-7
1497,-6.11074801706470463070792E-7
1498,-6.09558872709047369164393E-7
1499,-6.08044651674262601125774E-7
1500,-6.06532133498786009062281E-7
1501,-6.05021313096207361789596E-7
1502,-6.03512185396521028990702E-7
1503,-6.02004745345366886610481E-7
1504,-6.00498987901870395307707E-7
1505,-5.98994908042773799581886E-7
1506,-5.97492500760687609964080E-7
1507,-5.95991761062604798495386E-7
1508,-5.94492683971771498595372E-7
1509,-5.92995264528764642184158E-7
1510,-5.91499497786343163344271E-7
1511,-5.90005378813542943719550E-7
1512,-5.88512902695179275318010E-7
1513,-5.87022064530635920312652E-7
1514,-5.85532859434964858729603E-7
1515,-5.84045282538864306285595E-7
1516,-5.82559328986775719353281E-7
1517,-5.81074993939901481643206E-7
1518,-5.79592272572152299457374E-7
1519,-5.78111160073807384091432E-7
1520,-5.76631651648744059599760E-7
1521,-5.75153742516700000479546E-7
1522,-5.73677427912830870515562E-7
1523,-5.72202703086425039809965E-7
1524,-5.70729563299930231562418E-7
1525,-5.69258003830403103217851E-7
1526,-5.67788019970783463127861E-7
1527,-5.66319607028062032221290E-7
1528,-5.64852760323584665289533E-7
1529,-5.63387475192917084817887E-7
1530,-5.61923746985097234470374E-7
1531,-5.60461571063854550904587E-7
1532,-5.59000942807980373689237E-7
1533,-5.57541857609808903029527E-7
1534,-5.56084310875623071790980E-7
1535,-5.54628298025064040198355E-7
1536,-5.53173814492219372377323E-7
1537,-5.51720855725327012373901E-7
1538,-5.50269417187257902435870E-7
1539,-5.48819494352666594883953E-7
1540,-5.47371082711263806430432E-7
1541,-5.45924177766307379056424E-7
1542,-5.44478775033979624481787E-7
1543,-5.43034870045453195989966E-7
1544,-5.41592458344170174010099E-7
1545,-5.40151535487470990498253E-7
1546,-5.38712097046128747321535E-7
1547,-5.37274138604053284123348E-7
1548,-5.35837655759314182820230E-7
1549,-5.34402644122198873385892E-7
1550,-5.32969099315854730042282E-7
1551,-5.31537016977850711212880E-7
1552,-5.30106392760097254535597E-7
1553,-5.28677222324499234406380E-7
1554,-5.27249501346785632944923E-7
1555,-5.25823225517588000249721E-7
1556,-5.24398390538365953484099E-7
1557,-5.22974992126473277064011E-7
1558,-5.21553026007781415723767E-7
1559,-5.20132487923379703380941E-7
1560,-5.18713373627947777761738E-7
1561,-5.17295678887054096827874E-7
1562,-5.15879399480526639214977E-7
1563,-5.14464531197380319428212E-7
1564,-5.13051069844638738661737E-7
1565,-5.11639011238575709686690E-7
1566,-5.10228351206828758806624E-7
1567,-5.08819085591313373050841E-7
1568,-5.07411210247465125534490E-7
1569,-5.06004721039060797489779E-7
1570,-5.04599613846638178667335E-7
1571,-5.03195884560047754541846E-7
1572,-5.01793529082561884201498E-7
1573,-5.00392543329884854915857E-7
1574,-4.98992923227698734407815E-7
1575,-4.97594664716075511701229E-7
1576,-4.96197763747070004896986E-7
1577,-4.94802216283153868881098E-7
1578,-4.93408018299303774658680E-7
1579,-4.92015165783928968486812E-7
1580,-4.90623654733639661032767E-7
1581,-4.89233481162300567918336E-7
1582,-4.8784464109012519351069E-7
1583,-4.8645713055194849871456E-7
1584,-4.8507094559321420429801E-7
1585,-4.8368608227156813823504E-7
1586,-4.8230253665751116073957E-7
1587,-4.8092030483034852795176E-7
1588,-4.7953938288322153466681E-7
1589,-4.7815976691964363458794E-7
1590,-4.7678145305397747922893E-7
1591,-4.7540443741274174572967E-7
1592,-4.7402871613321155207589E-7
1593,-4.7265428536517604149010E-7
1594,-4.7128114126908709289259E-7
1595,-4.6990928001661674776315E-7
1596,-4.6853869778873822702948E-7
1597,-4.6716939078225072670875E-7
1598,-4.6580135519975995408992E-7
1599,-4.6443458725756390209251E-7
1600,-4.6306908318270484878259E-7
1601,-4.6170483921447323644331E-7
1602,-4.6034185160035392323147E-7
1603,-4.5898011659999196885211E-7
1604,-4.5761963048595163944542E-7
1605,-4.5626038953764913795264E-7
1606,-4.5490239004697096485442E-7
1607,-4.5354562831915362856660E-7
1608,-4.5219010066642023787645E-7
1609,-4.5083580341374254393465E-7
1610,-4.4948273289646934770287E-7
1611,-4.4813088545992825079585E-7
1612,-4.4678025745936478755151E-7
1613,-4.4543084526112577677244E-7
1614,-4.4408264524456165252407E-7
1615,-4.4273565379467586812149E-7
1616,-4.4138986731076542935385E-7
1617,-4.4004528219993709254855E-7
1618,-4.3870189488230709680113E-7
1619,-4.3735970178693444618544E-7
1620,-4.3601869935192035783753E-7
1621,-4.3467888402588856342448E-7
1622,-4.3334025227087087710823E-7
1623,-4.3200280055487984908691E-7
1624,-4.3066652535833247293058E-7
1625,-4.2933142317037378068806E-7
1626,-4.2799749049174760006961E-7
1627,-4.2666472383243855854592E-7
1628,-4.2533311971072626602899E-7
1629,-4.2400267465833361780157E-7
1630,-4.2267338521356692126020E-7
1631,-4.2134524792637306011804E-7
1632,-4.2001825935598508916864E-7
1633,-4.1869241607272939726504E-7
1634,-4.1736771465448606115335E-7
1635,-4.1604415168953567126418E-7
1636,-4.1472172377732572639533E-7
1637,-4.1340042752490285681177E-7
1638,-4.1208025955109965288719E-7
1639,-4.1076121648152081244571E-7
1640,-4.0944329495443434489585E-7
1641,-4.0812649161436269156528E-7
1642,-4.0681080311728576845813E-7
1643,-4.0549622612984600332468E-7
1644,-4.0418275732501402904002E-7
1645,-4.0287039338861813764838E-7
1646,-4.0155913101166803550057E-7
1647,-4.0024896689821197069323E-7
1648,-3.9893989775919258007334E-7
1649,-3.9763192031816360493445E-7
